Year,section,reach,pass,unitnum,unittype,Vert index,pitnumber,species,length 1 (mm),length 2 (mm),Weight (g),clip,Sample date,notes
1988,OG,U,1,1,NA,22,NA,Cutthroat trout,98,NA,7.9,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,23,NA,Cutthroat trout,134,NA,20.55,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,24,NA,Cutthroat trout,140,NA,24.35,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,25,NA,Cutthroat trout,86,NA,5.2,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,26,NA,Cutthroat trout,85,NA,5.35,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,27,NA,Cutthroat trout,145,NA,26.4,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,28,NA,Cutthroat trout,117,NA,13.05,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,29,NA,Cutthroat trout,105,NA,12.15,NONE,29 August 1988,NA
1988,OG,U,1,1,NA,30,NA,Cutthroat trout,94,NA,7.25,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,1,NA,Cutthroat trout,85,NA,5.25,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,2,NA,Cutthroat trout,118,NA,13.95,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,3,NA,Cutthroat trout,133,NA,22.45,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,4,NA,Cutthroat trout,120,NA,14.65,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,5,NA,Cutthroat trout,114,NA,13.25,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,6,NA,Cutthroat trout,142,NA,25.2,NONE,29 August 1988,NA
1988,OG,U,2,1,NA,7,NA,Cutthroat trout,92,NA,6.8,NONE,29 August 1988,NA
1989,CC,L,1,1,NA,1,NA,Cutthroat trout,47,NA,0.85,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,2,NA,Cutthroat trout,45,NA,0.85,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,3,NA,Cutthroat trout,37,NA,0.5,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,4,NA,Cutthroat trout,40,NA,0.7,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,5,NA,Cutthroat trout,86,NA,6.75,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,6,NA,Cutthroat trout,94,NA,8.55,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,7,NA,Cutthroat trout,54,NA,1.6,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,8,NA,Cutthroat trout,43,NA,0.95,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,9,NA,Cutthroat trout,54,NA,1.6,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,10,NA,Cutthroat trout,84,NA,6.15,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,11,NA,Cutthroat trout,43,NA,0.8,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,12,NA,Cutthroat trout,46,NA,1,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,13,NA,Cutthroat trout,101,NA,10.95,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,14,NA,Cutthroat trout,90,NA,6.8,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,15,NA,Cutthroat trout,117,NA,15.6,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,16,NA,Cutthroat trout,83,NA,5.65,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,17,NA,Cutthroat trout,90,NA,5.45,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,18,NA,Cutthroat trout,125,NA,17.8,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,19,NA,Cutthroat trout,139,NA,22.7,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,20,NA,Cutthroat trout,97,NA,8.55,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,21,NA,Cutthroat trout,44,NA,0.8,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,22,NA,Cutthroat trout,155,NA,30.75,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,23,NA,Cutthroat trout,147,NA,29.45,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,24,NA,Cutthroat trout,99,NA,8.3,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,25,NA,Cutthroat trout,104,NA,9.85,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,26,NA,Cutthroat trout,127,NA,19.45,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,27,NA,Cutthroat trout,162,NA,43,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,28,NA,Cutthroat trout,138,NA,23.75,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,29,NA,Cutthroat trout,176,NA,42.95,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,30,NA,Cutthroat trout,46,NA,1.1,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,31,NA,Cutthroat trout,107,NA,12.45,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,32,NA,Cutthroat trout,148,NA,30.25,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,33,NA,Cutthroat trout,98,NA,8.65,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,34,NA,Cutthroat trout,84,NA,6.3,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,35,NA,Cutthroat trout,102,NA,9.25,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,36,NA,Cutthroat trout,102,NA,10,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,37,NA,Cutthroat trout,97,NA,8.05,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,38,NA,Cutthroat trout,109,NA,11.55,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,39,NA,Cutthroat trout,121,NA,15.5,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,40,NA,Cutthroat trout,92,NA,7.15,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,41,NA,Cutthroat trout,143,NA,26.7,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,42,NA,Cutthroat trout,124,NA,17.25,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,43,NA,Cutthroat trout,107,NA,10.55,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,44,NA,Cutthroat trout,108,NA,10.7,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,45,NA,Cutthroat trout,132,NA,19.25,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,46,NA,Cutthroat trout,96,NA,7.85,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,47,NA,Cutthroat trout,103,NA,9.3,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,48,NA,Cutthroat trout,95,NA,7.1,NONE,06 September 1989,NA
1989,CC,L,1,1,NA,49,NA,Cutthroat trout,121,NA,15.55,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,1,NA,Cutthroat trout,38,NA,0.55,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,2,NA,Cutthroat trout,46,NA,1.1,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,3,NA,Cutthroat trout,59,NA,2.1,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,4,NA,Cutthroat trout,108,NA,10.7,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,5,NA,Cutthroat trout,47,NA,1.1,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,6,NA,Cutthroat trout,79,NA,5.25,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,7,NA,Cutthroat trout,136,NA,21.95,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,8,NA,Cutthroat trout,53,NA,1.4,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,9,NA,Cutthroat trout,45,NA,1,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,10,NA,Cutthroat trout,117,NA,15.95,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,11,NA,Cutthroat trout,95,NA,8.85,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,12,NA,Cutthroat trout,38,NA,0.75,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,13,NA,Cutthroat trout,77,NA,3.85,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,14,NA,Cutthroat trout,92,NA,8.7,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,15,NA,Cutthroat trout,96,NA,7.8,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,16,NA,Cutthroat trout,89,NA,6.55,NONE,06 September 1989,NA
1989,CC,L,2,1,NA,17,NA,Cutthroat trout,147,NA,30.35,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,1,NA,Cutthroat trout,77,NA,10.6,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,2,NA,Cutthroat trout,105,NA,11.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,3,NA,Cutthroat trout,107,NA,12.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,4,NA,Cutthroat trout,110,NA,11.9,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,5,NA,Cutthroat trout,101,NA,9.2,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,6,NA,Cutthroat trout,147,NA,28,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,7,NA,Cutthroat trout,156,NA,33.3,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,8,NA,Cutthroat trout,149,NA,29.45,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,9,NA,Cutthroat trout,97,NA,10.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,10,NA,Cutthroat trout,103,NA,11.9,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,11,NA,Cutthroat trout,98,NA,9.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,12,NA,Cutthroat trout,183,NA,59.75,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,13,NA,Cutthroat trout,143,NA,26.75,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,14,NA,Cutthroat trout,156,NA,40.15,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,15,NA,Cutthroat trout,155,NA,34,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,16,NA,Cutthroat trout,79,NA,5.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,17,NA,Cutthroat trout,102,NA,11.35,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,18,NA,Cutthroat trout,98,NA,8.8,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,19,NA,Cutthroat trout,126,NA,18.9,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,20,NA,Cutthroat trout,131,NA,19.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,21,NA,Cutthroat trout,129,NA,19.85,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,22,NA,Cutthroat trout,100,NA,9.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,23,NA,Cutthroat trout,102,NA,10.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,24,NA,Cutthroat trout,113,NA,12.8,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,25,NA,Cutthroat trout,112,NA,13.45,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,26,NA,Cutthroat trout,137,NA,24.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,27,NA,Cutthroat trout,147,NA,33.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,28,NA,Cutthroat trout,98,NA,10.4,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,29,NA,Cutthroat trout,154,NA,37.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,30,NA,Cutthroat trout,98,NA,10.25,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,31,NA,Cutthroat trout,145,NA,28.4,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,32,NA,Cutthroat trout,146,NA,25.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,33,NA,Cutthroat trout,129,NA,22.15,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,34,NA,Cutthroat trout,94,NA,8.45,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,35,NA,Cutthroat trout,97,NA,8.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,36,NA,Cutthroat trout,110,NA,13.6,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,37,NA,Cutthroat trout,143,NA,25.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,38,NA,Cutthroat trout,105,NA,12.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,39,NA,Cutthroat trout,107,NA,12.2,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,40,NA,Cutthroat trout,130,NA,20.25,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,41,NA,Cutthroat trout,108,NA,12.15,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,42,NA,Cutthroat trout,122,NA,16.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,43,NA,Cutthroat trout,102,NA,10,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,44,NA,Cutthroat trout,109,NA,11.85,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,45,NA,Cutthroat trout,99,NA,9.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,46,NA,Cutthroat trout,91,NA,6.85,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,47,NA,Cutthroat trout,107,NA,10.9,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,48,NA,Cutthroat trout,96,NA,5.55,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,49,NA,Cutthroat trout,85,NA,6.4,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,50,NA,Cutthroat trout,75,NA,5.1,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,51,NA,Cutthroat trout,110,NA,11.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,52,NA,Cutthroat trout,98,NA,8.9,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,53,NA,Cutthroat trout,84,NA,7.5,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,54,NA,Cutthroat trout,129,NA,23.35,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,55,NA,Cutthroat trout,138,NA,29.5,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,56,NA,Cutthroat trout,172,NA,45.15,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,57,NA,Cutthroat trout,155,NA,38.1,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,58,NA,Cutthroat trout,124,NA,18.95,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,59,NA,Cutthroat trout,129,NA,19.35,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,60,NA,Cutthroat trout,148,NA,28.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,61,NA,Cutthroat trout,148,NA,29.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,62,NA,Cutthroat trout,143,NA,27.25,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,63,NA,Cutthroat trout,128,NA,22.7,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,64,NA,Cutthroat trout,139,NA,25.05,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,65,NA,Cutthroat trout,133,NA,22.6,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,66,NA,Cutthroat trout,78,NA,5.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,67,NA,Cutthroat trout,136,NA,21.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,68,NA,Cutthroat trout,119,NA,14.75,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,69,NA,Cutthroat trout,104,NA,10.65,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,70,NA,Cutthroat trout,102,NA,13.3,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,71,NA,Cutthroat trout,105,NA,11.35,NONE,06 September 1989,NA
1989,CC,M,1,1,NA,72,NA,Cutthroat trout,85,NA,6.65,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,1,NA,Cutthroat trout,96,NA,8.8,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,2,NA,Cutthroat trout,109,NA,11.8,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,3,NA,Cutthroat trout,127,NA,18.55,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,4,NA,Cutthroat trout,96,NA,9.5,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,5,NA,Cutthroat trout,142,NA,26.5,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,6,NA,Cutthroat trout,137,NA,22.55,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,7,NA,Cutthroat trout,107,NA,11,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,8,NA,Cutthroat trout,138,NA,24.15,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,9,NA,Cutthroat trout,98,NA,9.25,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,10,NA,Cutthroat trout,151,NA,30.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,11,NA,Cutthroat trout,99,NA,10.35,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,12,NA,Cutthroat trout,165,NA,47.05,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,13,NA,Cutthroat trout,135,NA,21.35,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,14,NA,Cutthroat trout,145,NA,28.8,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,15,NA,Cutthroat trout,103,NA,10.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,16,NA,Cutthroat trout,154,NA,32.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,17,NA,Cutthroat trout,138,NA,23.65,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,18,NA,Cutthroat trout,135,NA,26.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,19,NA,Cutthroat trout,115,NA,14.5,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,20,NA,Cutthroat trout,107,NA,10.05,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,21,NA,Cutthroat trout,95,NA,7.25,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,22,NA,Cutthroat trout,106,NA,12.25,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,23,NA,Cutthroat trout,88,NA,6.25,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,24,NA,Cutthroat trout,102,NA,8.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,25,NA,Cutthroat trout,108,NA,12.55,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,26,NA,Cutthroat trout,112,NA,15.35,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,27,NA,Cutthroat trout,107,NA,10.7,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,28,NA,Cutthroat trout,140,NA,25.45,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,29,NA,Cutthroat trout,143,NA,26.9,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,30,NA,Cutthroat trout,115,NA,13.75,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,31,NA,Cutthroat trout,107,NA,9.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,32,NA,Cutthroat trout,108,NA,10.6,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,33,NA,Cutthroat trout,95,NA,7.7,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,34,NA,Cutthroat trout,87,NA,7.45,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,35,NA,Cutthroat trout,132,NA,19.35,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,36,NA,Cutthroat trout,123,NA,17.35,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,37,NA,Cutthroat trout,128,NA,20.3,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,38,NA,Cutthroat trout,108,NA,12.85,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,39,NA,Cutthroat trout,98,NA,10.4,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,40,NA,Cutthroat trout,94,NA,9.05,NONE,06 September 1989,NA
1989,CC,U,1,1,NA,41,NA,Cutthroat trout,86,NA,5.45,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,1,NA,Cutthroat trout,111,NA,13.2,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,2,NA,Cutthroat trout,184,NA,54.95,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,3,NA,Cutthroat trout,104,NA,12.6,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,4,NA,Cutthroat trout,100,NA,10.75,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,5,NA,Cutthroat trout,134,NA,27.25,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,6,NA,Cutthroat trout,146,NA,27.8,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,7,NA,Cutthroat trout,130,NA,20.95,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,8,NA,Cutthroat trout,128,NA,24.05,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,9,NA,Cutthroat trout,102,NA,9,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,10,NA,Cutthroat trout,112,NA,13.95,NONE,06 September 1989,NA
1989,CC,U,2,1,NA,11,NA,Cutthroat trout,146,NA,25.75,NONE,06 September 1989,NA
1989,OG,L,1,1,NA,1,NA,Cutthroat trout,57,NA,1.4,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,2,NA,Cutthroat trout,85,NA,7.05,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,3,NA,Cutthroat trout,101,NA,10.5,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,4,NA,Cutthroat trout,46,NA,1.15,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,5,NA,Cutthroat trout,109,NA,10.55,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,6,NA,Cutthroat trout,49,NA,1.5,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,7,NA,Cutthroat trout,80,NA,4.4,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,8,NA,Cutthroat trout,45,NA,1.05,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,9,NA,Cutthroat trout,51,NA,1.4,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,10,NA,Cutthroat trout,55,NA,1.7,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,11,NA,Cutthroat trout,49,NA,1.65,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,12,NA,Cutthroat trout,49,NA,1.45,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,13,NA,Cutthroat trout,130,NA,21.5,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,14,NA,Cutthroat trout,91,NA,6.95,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,15,NA,Cutthroat trout,97,NA,8.2,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,16,NA,Cutthroat trout,124,NA,16.45,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,17,NA,Cutthroat trout,158,NA,33.85,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,18,NA,Cutthroat trout,132,NA,23,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,19,NA,Cutthroat trout,129,NA,20.45,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,20,NA,Cutthroat trout,101,NA,8.5,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,21,NA,Cutthroat trout,103,NA,9.25,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,22,NA,Cutthroat trout,90,NA,7.3,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,23,NA,Cutthroat trout,47,NA,1.2,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,24,NA,Cutthroat trout,44,NA,1.15,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,25,NA,Cutthroat trout,50,NA,1.2,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,26,NA,Cutthroat trout,97,NA,9.1,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,27,NA,Cutthroat trout,51,NA,1.35,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,28,NA,Cutthroat trout,150,NA,31.8,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,29,NA,Cutthroat trout,151,NA,34.35,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,30,NA,Cutthroat trout,127,NA,19,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,31,NA,Cutthroat trout,109,NA,11.55,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,32,NA,Cutthroat trout,113,NA,12.8,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,33,NA,Cutthroat trout,115,NA,14.45,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,34,NA,Cutthroat trout,148,NA,31.75,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,35,NA,Cutthroat trout,121,NA,16.75,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,36,NA,Cutthroat trout,91,NA,6.5,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,37,NA,Cutthroat trout,45,NA,1.4,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,38,NA,Cutthroat trout,47,NA,1.65,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,39,NA,Cutthroat trout,47,NA,1.3,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,40,NA,Cutthroat trout,113,NA,13.85,NONE,07 September 1989,NA
1989,OG,L,1,1,NA,41,NA,Cutthroat trout,140,NA,24.55,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,1,NA,Cutthroat trout,49,NA,1.45,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,2,NA,Cutthroat trout,96,NA,8,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,3,NA,Cutthroat trout,43,NA,0.9,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,4,NA,Cutthroat trout,157,NA,35.3,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,5,NA,Cutthroat trout,51,NA,1.8,NONE,07 September 1989,NA
1989,OG,L,2,1,NA,6,NA,Cutthroat trout,110,NA,11,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,1,NA,Cutthroat trout,100,NA,8.75,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,2,NA,Cutthroat trout,96,NA,8.1,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,3,NA,Cutthroat trout,107,NA,10.4,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,4,NA,Cutthroat trout,89,NA,6.2,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,5,NA,Cutthroat trout,99,NA,8.15,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,6,NA,Cutthroat trout,108,NA,12.2,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,7,NA,Cutthroat trout,118,NA,16.55,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,8,NA,Cutthroat trout,94,NA,8.45,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,9,NA,Cutthroat trout,100,NA,8.8,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,10,NA,Cutthroat trout,94,NA,7.05,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,11,NA,Cutthroat trout,111,NA,12.9,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,12,NA,Cutthroat trout,163,NA,38.55,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,13,NA,Cutthroat trout,152,NA,31.4,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,14,NA,Cutthroat trout,80,NA,5.05,NONE,07 September 1989,NA
1989,OG,M,1,1,NA,15,NA,Cutthroat trout,94,NA,7.05,NONE,07 September 1989,NA
